,open,high,low,close,adjclose,volume,ticker,adjclose_10,true_adjclose_10,buy_profit,sell_profit
2015-09-24,34.0,34.06999969482422,33.380001068115234,33.90999984741211,33.90999984741211,6544500,PYPL,35.789787,31.670000076293945,-2.239999771118164,0.0
2015-09-25,34.599998474121094,34.689998626708984,33.5,33.77000045776367,33.77000045776367,6566800,PYPL,36.046257,32.060001373291016,-1.7099990844726562,0.0
2015-09-30,31.200000762939453,31.280000686645508,30.639999389648438,31.040000915527344,31.040000915527344,13672000,PYPL,31.668032,34.04999923706055,3.009998321533203,0.0
2015-10-07,32.310001373291016,32.47100067138672,31.520000457763672,32.380001068115234,32.380001068115234,6969600,PYPL,34.124058,33.83000183105469,1.4500007629394531,0.0
2015-10-16,34.75,35.04999923706055,33.95000076293945,34.290000915527344,34.290000915527344,5390700,PYPL,34.98593,36.0099983215332,1.7199974060058594,0.0
2015-10-27,36.38999938964844,36.39400100708008,35.310001373291016,35.939998626708984,35.939998626708984,8502400,PYPL,36.08004,37.0,1.0600013732910156,0.0
2015-10-29,34.72999954223633,36.5,34.5,35.90999984741211,35.90999984741211,25137300,PYPL,35.490147,35.56999969482422,0.0,0.3400001525878906
2015-11-13,35.18000030517578,35.5,34.5,34.529998779296875,34.529998779296875,7364400,PYPL,39.10948,35.2599983215332,0.7299995422363281,0.0
2015-11-17,35.88999938964844,36.45000076293945,35.709999084472656,36.209999084472656,36.209999084472656,7344900,PYPL,39.615776,35.150001525878906,-1.05999755859375,0.0
2015-11-18,36.31999969482422,36.95000076293945,35.78499984741211,36.220001220703125,36.220001220703125,8323100,PYPL,39.12427,34.22999954223633,-1.9900016784667969,0.0
2015-12-11,35.150001525878906,35.32600021362305,34.41999816894531,34.689998626708984,34.689998626708984,8309200,PYPL,36.41759,36.61000061035156,1.9200019836425781,0.0
2015-12-14,34.61000061035156,35.222999572753906,34.33000183105469,35.0099983215332,35.0099983215332,5784400,PYPL,36.295788,37.08000183105468,2.0700035095214773,0.0
2015-12-17,36.0,36.58000183105469,35.5099983215332,35.540000915527344,35.540000915527344,6454100,PYPL,36.915657,34.75,-0.7900009155273438,0.0
2015-12-18,35.349998474121094,35.7599983215332,34.72999954223633,34.97999954223633,34.97999954223633,13745900,PYPL,36.36158,34.310001373291016,-0.6699981689453125,0.0
2015-12-30,37.06999969482422,37.25,36.459999084472656,36.47999954223633,36.47999954223633,4106700,PYPL,38.244698,32.869998931884766,-3.6100006103515625,0.0
2016-01-12,33.349998474121094,33.56999969482422,32.65999984741211,33.08000183105469,33.08000183105469,7854000,PYPL,34.331062,31.59000015258789,-1.4900016784667969,0.0
2016-01-29,34.4900016784668,36.2599983215332,34.36000061035156,36.13999938964844,36.13999938964844,21201100,PYPL,34.350273,34.29999923706055,0.0,1.8400001525878906
2016-02-04,36.65999984741211,37.28499984741211,36.540000915527344,37.16999816894531,37.16999816894531,10212300,PYPL,42.017666,35.7599983215332,-1.4099998474121094,0.0
2016-02-09,32.79999923706055,33.858001708984375,31.639999389648438,32.70000076293945,32.70000076293945,16439200,PYPL,36.918335,36.470001220703125,3.770000457763672,0.0
2016-03-03,38.959999084472656,39.2400016784668,38.62900161743164,39.02000045776367,39.02000045776367,7656900,PYPL,40.12855,39.93000030517578,0.9099998474121094,0.0
2016-03-04,38.77000045776367,39.70000076293945,38.755001068115234,39.040000915527344,39.040000915527344,7200100,PYPL,41.456966,39.40999984741211,0.3699989318847656,0.0
2016-03-10,38.65999984741211,39.29999923706055,37.47999954223633,38.4900016784668,38.4900016784668,7655700,PYPL,39.713078,38.91999816894531,0.4299964904785156,0.0
2016-04-04,39.36000061035156,39.380001068115234,38.40999984741211,38.790000915527344,38.790000915527344,5381300,PYPL,39.987103,39.63999938964844,0.8499984741210938,0.0
2016-04-11,38.33000183105469,38.81999969482422,38.029998779296875,38.060001373291016,38.060001373291016,5428900,PYPL,38.60749,39.81999969482422,1.7599983215332031,0.0
2016-04-15,38.689998626708984,38.95000076293945,38.290000915527344,38.58000183105469,38.58000183105469,5239600,PYPL,39.514404,39.18000030517578,0.5999984741210938,0.0
2016-04-21,40.20000076293945,40.54999923706055,40.013999938964844,40.099998474121094,40.099998474121094,5539400,PYPL,40.756104,38.95000076293945,-1.1499977111816406,0.0
2016-05-09,39.41999816894531,40.18000030517578,39.33000183105469,39.619998931884766,39.619998931884766,5861000,PYPL,41.4558,38.06999969482422,-1.5499992370605469,0.0
2016-05-11,39.56999969482422,40.31399917602539,39.56999969482422,39.709999084472656,39.709999084472656,5995500,PYPL,41.628063,38.7599983215332,-0.9500007629394531,0.0
2016-05-27,38.0,38.345001220703125,37.91999816894531,38.09000015258789,38.09000015258789,5863600,PYPL,41.432213,36.540000915527344,-1.5499992370605469,0.0
2016-06-03,38.439998626708984,38.59000015258789,37.8129997253418,38.33000183105469,38.33000183105469,4986000,PYPL,39.90064,36.970001220703125,-1.3600006103515625,0.0
2016-06-06,38.470001220703125,38.4900016784668,37.97999954223633,38.099998474121094,38.099998474121094,5065900,PYPL,39.751774,36.86000061035156,-1.2399978637695312,0.0
2016-06-10,36.83000183105469,37.04999923706055,36.619998931884766,36.77000045776367,36.77000045776367,7741400,PYPL,37.166443,35.08000183105469,-1.6899986267089844,0.0
2016-06-16,36.619998931884766,37.040000915527344,36.349998474121094,36.970001220703125,36.970001220703125,6106000,PYPL,38.16436,36.5099983215332,-0.4600028991699219,0.0
2016-06-21,36.79999923706055,36.79999923706055,35.95000076293945,36.15999984741211,36.15999984741211,12816100,PYPL,37.93973,35.93000030517578,-0.22999954223632812,0.0
2016-06-27,34.7400016784668,34.7599983215332,34.0,34.20000076293945,34.20000076293945,11195800,PYPL,36.085247,38.790000915527344,4.590000152587891,0.0
2016-07-06,35.939998626708984,36.16999816894531,35.71500015258789,35.93000030517578,35.93000030517578,7821300,PYPL,39.28414,40.04999923706055,4.119998931884766,0.0
2016-07-21,40.33000183105469,40.33000183105469,39.650001525878906,40.130001068115234,40.130001068115234,13363300,PYPL,40.304916,37.299999237060554,-2.8300018310546804,0.0
2016-07-28,37.400001525878906,37.68000030517578,37.10100173950195,37.220001220703125,37.220001220703125,5111300,PYPL,42.331406,38.459999084472656,1.2399978637695312,0.0
2016-08-03,36.59000015258789,36.7400016784668,36.279998779296875,36.58000183105469,36.58000183105469,7663800,PYPL,38.96295,38.13999938964844,1.55999755859375,0.0
2016-08-19,38.02000045776367,38.18000030517578,37.89500045776367,38.09000015258789,38.09000015258789,5107900,PYPL,38.599377,37.06999969482422,-1.0200004577636719,0.0
2016-08-31,37.0,37.2400016784668,36.84000015258789,37.150001525878906,37.150001525878906,7166300,PYPL,37.820217,40.83000183105469,3.6800003051757812,0.0
2016-09-02,37.0099983215332,37.125,36.29999923706055,37.06999969482422,37.06999969482422,6726900,PYPL,37.278202,40.0099983215332,2.9399986267089844,0.0
2016-09-15,40.310001373291016,41.13999938964844,39.869998931884766,40.83000183105469,40.83000183105469,12702800,PYPL,41.744328,40.38999938964844,-0.44000244140625,0.0
2016-09-21,39.86000061035156,40.38999938964844,39.70000076293945,40.290000915527344,40.290000915527344,5378400,PYPL,43.891552,40.439998626708984,0.14999771118164062,0.0
2016-10-04,41.29999923706055,41.29999923706055,40.439998626708984,40.779998779296875,40.779998779296875,5046600,PYPL,41.65862,39.83000183105469,-0.9499969482421875,0.0
2016-10-05,40.95000076293945,40.95000076293945,40.400001525878906,40.439998626708984,40.439998626708984,6128200,PYPL,41.826694,40.24000167846679,-0.1999969482421946,0.0
2016-10-10,40.130001068115234,40.16999816894531,39.59000015258789,39.86000061035156,39.86000061035156,6636700,PYPL,40.798332,43.869998931884766,4.009998321533203,0.0
2016-10-18,40.0,40.18000030517578,39.779998779296875,39.83000183105469,39.83000183105469,5475900,PYPL,40.912773,41.540000915527344,1.7099990844726562,0.0
2016-10-27,42.54999923706055,42.56999969482422,41.62099838256836,41.689998626708984,41.689998626708984,9447300,PYPL,47.833603,40.45000076293945,-1.2399978637695312,0.0
2016-11-03,41.31999969482422,41.5,40.91999816894531,41.189998626708984,41.189998626708984,6239900,PYPL,43.540215,39.880001068115234,-1.30999755859375,0.0
2016-11-07,41.52000045776367,41.650001525878906,41.060001373291016,41.279998779296875,41.279998779296875,7904900,PYPL,42.074528,40.630001068115234,-0.6499977111816406,0.0
2016-11-25,40.400001525878906,40.560001373291016,39.9900016784668,40.2599983215332,40.2599983215332,2324300,PYPL,43.756336,39.650001525878906,-0.6099967956542969,0.0
2016-11-29,40.06999969482422,40.36000061035156,39.790000915527344,39.88999938964844,39.88999938964844,5083700,PYPL,42.16034,39.43000030517578,-0.45999908447265625,0.0
2016-12-01,39.560001373291016,39.68000030517578,38.18000030517578,38.34000015258789,38.34000015258789,11265600,PYPL,39.137737,39.540000915527344,1.2000007629394531,0.0
2016-12-08,39.68000030517578,40.0,39.45000076293945,39.61000061035156,39.61000061035156,6102600,PYPL,39.820694,39.68000030517578,0.06999969482421875,0.0
2016-12-16,39.900001525878906,39.900001525878906,39.119998931884766,39.31999969482422,39.31999969482422,9786300,PYPL,39.87714,40.25,0.9300003051757812,0.0
2016-12-19,39.400001525878906,39.79999923706055,39.11000061035156,39.439998626708984,39.439998626708984,4268600,PYPL,40.009583,41.0,1.5600013732910156,0.0
2016-12-20,39.61000061035156,39.7400016784668,39.2599983215332,39.7400016784668,39.7400016784668,3637200,PYPL,40.444004,41.060001373291016,1.3199996948242188,0.0
2017-01-03,40.290000915527344,40.97999954223633,40.0,40.25,40.25,8247400,PYPL,40.266933,41.349998474121094,1.0999984741210938,0.0
2017-01-17,41.599998474121094,41.709999084472656,41.20000076293945,41.27000045776367,41.27000045776367,5932900,PYPL,42.555202,39.779998779296875,-1.4900016784667969,0.0
2017-01-20,41.38999938964844,41.720001220703125,41.29999923706055,41.689998626708984,41.689998626708984,6868500,PYPL,41.99382,39.59000015258789,-2.0999984741210938,0.0
2017-01-25,42.36000061035156,42.439998626708984,41.65999984741211,41.709999084472656,41.709999084472656,8604000,PYPL,42.406628,40.880001068115234,-0.8299980163574219,0.0
2017-01-26,42.36000061035156,42.5,41.28499984741211,41.5,41.5,11838100,PYPL,42.300713,40.83000183105469,-0.6699981689453125,0.0
2017-01-27,41.0,41.20000076293945,39.91999816894531,40.27000045776367,40.27000045776367,22749200,PYPL,40.782562,40.58000183105469,0.3100013732910156,0.0
2017-02-01,39.959999084472656,40.0,39.11000061035156,39.310001373291016,39.310001373291016,8860400,PYPL,42.15981,41.869998931884766,2.55999755859375,0.0
2017-02-08,40.18000030517578,40.9900016784668,39.91999816894531,40.880001068115234,40.880001068115234,7399000,PYPL,42.654877,42.529998779296875,1.6499977111816406,0.0
2017-02-23,42.369998931884766,42.66999816894531,42.15999984741211,42.529998779296875,42.529998779296875,5456300,PYPL,43.411385,42.91999816894531,0.3899993896484375,0.0
2017-03-02,42.400001525878906,42.86000061035156,42.20000076293945,42.77000045776367,42.77000045776367,4572300,PYPL,43.13217,42.400001525878906,-0.3699989318847656,0.0
2017-03-03,42.70000076293945,43.040000915527344,42.58000183105469,43.029998779296875,43.029998779296875,4214400,PYPL,43.530056,43.08000183105469,0.0500030517578125,0.0
2017-03-08,42.84000015258789,43.18000030517578,42.720001220703125,42.790000915527344,42.790000915527344,4573900,PYPL,43.98262,43.189998626708984,0.3999977111816406,0.0
2017-03-14,42.5099983215332,42.63999938964844,41.7400016784668,42.099998474121094,42.099998474121094,5888000,PYPL,43.32424,43.150001525878906,1.0500030517578125,0.0
2017-03-21,43.33000183105469,43.400001525878906,42.459999084472656,42.63999938964844,42.63999938964844,7758400,PYPL,43.30197,42.720001220703125,0.0800018310546875,0.0
2017-03-28,42.869998931884766,43.25,42.84000015258789,43.150001525878906,43.150001525878906,4396500,PYPL,45.159496,42.689998626708984,-0.4600028991699219,0.0
2017-03-29,43.150001525878906,43.29999923706055,42.959999084472656,43.2400016784668,43.2400016784668,3951100,PYPL,45.10601,42.4900016784668,-0.75,0.0
2017-03-30,43.150001525878906,43.79999923706055,43.0,43.540000915527344,43.540000915527344,5691700,PYPL,44.846233,42.549999237060554,-0.9900016784667898,0.0
2017-03-31,43.439998626708984,43.47999954223633,43.0099983215332,43.02000045776367,43.02000045776367,5177500,PYPL,44.56412,43.099998474121094,0.07999801635742188,0.0
2017-04-07,42.88999938964844,43.17499923706055,42.709999084472656,43.040000915527344,43.040000915527344,4861200,PYPL,43.940712,44.27000045776367,1.2299995422363281,0.0
2017-04-10,43.06999969482422,43.54999923706055,43.0099983215332,43.04999923706055,43.04999923706055,4579500,PYPL,44.173523,44.70999908447265,1.6599998474121023,0.0
2017-04-11,42.9900016784668,43.09000015258789,42.61000061035156,42.689998626708984,42.689998626708984,4856300,PYPL,44.218094,44.40999984741211,1.720001220703125,0.0
2017-04-13,42.5,42.88999938964844,42.31999969482422,42.54999923706055,42.54999923706055,3631400,PYPL,43.867283,47.720001220703125,5.170001983642578,0.0
2017-04-17,42.599998474121094,43.13999938964844,42.599998474121094,43.099998474121094,43.099998474121094,3151600,PYPL,44.05664,47.540000915527344,4.44000244140625,0.0
2017-04-19,43.029998779296875,43.470001220703125,42.900001525878906,43.29999923706055,43.29999923706055,4913900,PYPL,44.27822,49.02000045776367,5.720001220703125,0.0
2017-05-08,49.43000030517578,49.45000076293945,48.810001373291016,49.16999816894531,49.16999816894531,6641000,PYPL,54.021053,49.77000045776368,0.6000022888183665,0.0
2017-05-09,49.060001373291016,49.369998931884766,48.900001525878906,49.220001220703125,49.220001220703125,4774000,PYPL,53.412228,50.130001068115234,0.9099998474121094,0.0
2017-05-19,49.150001525878906,49.709999084472656,49.060001373291016,49.38999938964844,49.38999938964844,7813800,PYPL,48.972332,53.79999923706055,0.0,-4.409999847412109
2017-05-30,50.959999084472656,51.279998779296875,50.86000061035156,51.060001373291016,51.060001373291016,5550300,PYPL,53.101486,52.060001373291016,1.0,0.0
2017-06-06,53.75,53.79999923706055,53.15999984741211,53.400001525878906,53.400001525878906,6308000,PYPL,54.806362,52.52000045776367,-0.8800010681152344,0.0
2017-06-12,52.810001373291016,52.900001525878906,51.43000030517578,52.15999984741211,52.15999984741211,15765600,PYPL,53.58002,53.7400016784668,1.5800018310546875,0.0
2017-06-22,53.709999084472656,53.95100021362305,52.86000061035156,53.869998931884766,53.869998931884766,9673000,PYPL,54.63879,53.970001220703125,0.10000228881835938,0.0
2017-06-29,53.810001373291016,54.099998474121094,52.52000045776367,53.41999816894531,53.41999816894531,11616200,PYPL,54.09916,57.15999984741212,3.740001678466804,0.0
2017-07-06,54.220001220703125,54.35100173950195,53.150001525878906,53.470001220703125,53.470001220703125,7447900,PYPL,54.74814,59.09000015258789,5.619998931884766,0.0
2017-07-13,57.29999923706055,57.90999984741211,56.79999923706055,57.900001525878906,57.900001525878906,14795500,PYPL,56.020008,60.15000152587891,0.0,-2.250000000000007
2017-07-24,58.900001525878906,59.06999969482422,58.34000015258789,58.58000183105469,58.58000183105469,6429300,PYPL,60.8507,59.619998931884766,1.0399971008300781,0.0
2017-08-02,59.66999816894531,59.709999084472656,58.439998626708984,59.119998931884766,59.119998931884766,6517300,PYPL,61.007668,60.290000915527344,1.1700019836425781,0.0
2017-08-04,58.619998931884766,58.93000030517578,58.31999969482422,58.86000061035156,58.86000061035156,6174100,PYPL,61.09058,59.43999862670898,0.5799980163574148,0.0
2017-08-10,59.2400016784668,59.369998931884766,57.810001373291016,58.02000045776367,58.02000045776367,9571200,PYPL,60.11354,60.0,1.9799995422363281,0.0
2017-08-16,59.95000076293945,60.70000076293945,59.599998474121094,60.290000915527344,60.290000915527344,5747000,PYPL,60.491554,61.77000045776367,1.4799995422363281,0.0
2017-08-23,60.29999923706055,60.5099983215332,59.81999969482422,60.04999923706055,60.04999923706055,4532000,PYPL,61.68614,62.0,1.9500007629394531,0.0
2017-08-24,60.220001220703125,60.43000030517578,59.11000061035156,60.0,60.0,4045300,PYPL,61.74814,61.130001068115234,1.1300010681152344,0.0
2017-09-01,61.97999954223633,62.22999954223633,61.382999420166016,61.459999084472656,61.459999084472656,3440400,PYPL,62.671,62.91999816894531,1.4599990844726562,0.0
2017-09-11,61.72999954223633,63.2599983215332,61.619998931884766,62.63999938964844,62.63999938964844,8266300,PYPL,62.446102,63.49999999999999,0.0,-0.8600006103515554
2017-09-14,62.040000915527344,62.369998931884766,61.709999084472656,62.2400016784668,62.2400016784668,5697800,PYPL,63.0194,63.93000030517578,1.6899986267089844,0.0
2017-09-20,63.9900016784668,64.87000274658203,63.83000183105469,64.73999786376953,64.73999786376953,11903600,PYPL,63.712543,64.01000213623047,0.0,0.7299957275390625
2017-09-21,64.66999816894531,64.94999694824219,63.904998779296875,64.62999725341797,64.62999725341797,6727300,PYPL,64.61969,65.81999969482422,0.0,-1.19000244140625
2017-09-25,65.0,65.0,62.3650016784668,63.5,63.5,13156900,PYPL,65.07255,66.2300033569336,2.7300033569335938,0.0
2017-10-10,66.5999984741211,66.66999816894531,65.79000091552734,66.04000091552734,66.04000091552734,5831800,PYPL,67.82891,70.20999908447266,4.1699981689453125,0.0
2017-10-11,67.25,68.41999816894531,66.9800033569336,67.77999877929688,67.77999877929688,12005600,PYPL,67.82475,71.0199966430664,3.2399978637695312,0.0
2017-10-16,69.04000091552734,69.19999694824219,67.27999877929688,67.30999755859375,67.30999755859375,9581800,PYPL,69.39212,71.1500015258789,3.8400039672851562,0.0
2017-10-19,67.30000305175781,67.44999694824219,66.16000366210938,67.25,67.25,14546400,PYPL,67.60603,72.25,5.0,0.0
2017-10-20,71.33000183105469,71.7300033569336,69.69000244140625,70.97000122070312,70.97000122070312,34282800,PYPL,65.73403,73.38999938964844,0.0,-2.4199981689453125
2017-10-25,69.94000244140625,71.41999816894531,69.8499984741211,71.0199966430664,71.0199966430664,12755800,PYPL,70.65351,74.76999664306642,0.0,-3.750000000000014
2017-10-26,71.45999908447266,72.06999969482422,71.04000091552734,71.33999633789062,71.33999633789062,8015100,PYPL,72.499344,74.0999984741211,2.7600021362304688,0.0
2017-10-27,71.72000122070312,71.79000091552734,70.58000183105469,71.05999755859375,71.05999755859375,9256600,PYPL,73.47331,73.98999786376953,2.9300003051757812,0.0
2017-10-31,71.33999633789062,72.73999786376953,71.11000061035156,72.55999755859375,72.55999755859375,7555300,PYPL,74.18994,74.48999786376953,1.9300003051757812,0.0
2017-11-06,73.72000122070312,74.76000213623047,73.41999816894531,74.73999786376953,74.73999786376953,10156300,PYPL,74.8848,76.01000213623047,1.2700042724609375,0.0
2017-11-15,74.30000305175781,74.4000015258789,73.18499755859375,73.43000030517578,73.43000030517578,6232500,PYPL,75.99185,75.7300033569336,2.3000030517578125,0.0
2017-11-16,75.5,77.94000244140625,75.27999877929688,77.69999694824219,77.69999694824219,12856500,PYPL,76.00094,75.30000305175781,0.0,2.399993896484375
2017-12-04,75.58999633789062,75.74400329589844,68.61000061035156,70.97000122070312,70.97000122070312,26283600,PYPL,70.43234,75.31999969482422,0.0,-4.349998474121094
2017-12-06,70.88999938964844,73.19999694824219,70.83000183105469,73.13999938964844,73.13999938964844,9331400,PYPL,69.862686,74.0,0.0,-0.8600006103515625
2017-12-11,72.95999908447266,73.68000030517578,72.55999755859375,73.29000091552734,73.29000091552734,6421900,PYPL,74.79151,74.2699966430664,0.9799957275390625,0.0
2018-01-10,78.5,79.48500061035156,77.69999694824219,79.37000274658203,79.37000274658203,6248600,PYPL,80.59988,84.33999633789062,4.969993591308594,0.0
2018-01-12,80.0,80.7699966430664,79.66000366210938,80.54000091552734,80.54000091552734,6891100,PYPL,81.61323,84.30999755859375,3.7699966430664062,0.0
2018-01-29,85.19999694824219,85.3499984741211,83.62000274658203,84.30999755859375,84.30999755859375,8198900,PYPL,84.69392,75.27999877929688,-9.029998779296875,0.0
2018-01-30,83.0,84.16999816894531,82.0,83.77999877929688,83.77999877929688,7864500,PYPL,84.28016,74.97000122070312,-8.80999755859375,0.0
2018-02-12,75.48999786376953,76.27999877929688,74.85199737548828,75.27999877929688,75.27999877929688,10419600,PYPL,75.29937,79.45999908447266,4.180000305175781,0.0
2018-03-13,80.69000244140625,80.98999786376953,79.2699966430664,80.19999694824219,80.19999694824219,6414700,PYPL,82.98701,76.30999755859375,-3.8899993896484375,0.0
2018-03-15,83.75,83.98999786376953,81.56999969482422,82.56999969482422,82.56999969482422,9082000,PYPL,82.76262,75.87000274658203,-6.6999969482421875,0.0
2018-03-28,75.69999694824219,76.75,74.73999786376953,75.05999755859375,75.05999755859375,14370300,PYPL,75.03849,77.45999908447266,0.0,-2.4000015258789062
2018-03-29,75.30999755859375,77.19999694824219,74.55000305175781,75.87000274658203,75.87000274658203,11064300,PYPL,73.96446,77.2699966430664,0.0,-1.399993896484375
2018-04-04,73.0,75.05999755859375,72.5199966430664,74.77999877929688,74.77999877929688,8230800,PYPL,73.37503,80.33999633789062,0.0,-5.55999755859375
2018-04-17,78.55000305175781,80.43000030517578,78.5,80.02999877929688,80.02999877929688,7135700,PYPL,81.180374,74.80999755859374,-5.220001220703139,0.0
2018-04-30,74.0,75.01899719238281,73.69000244140625,74.61000061035156,74.61000061035156,9444400,PYPL,74.399086,78.80999755859375,0.0,-4.1999969482421875
